No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
55145,121.939092731,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857206277.0,20852.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=20852 Win=126720 Len=0 TSval=4078516116 TSecr=80259918
55146,121.939096905,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857207725.0,22300.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=22300 Win=125248 Len=0 TSval=4078516116 TSecr=80259918
55150,121.939487162,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857207725.0,22300.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=22300 Win=131072 Len=0 TSval=4078516116 TSecr=80259918
55151,121.939493212,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857210621.0,25196.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=25196 Win=128128 Len=0 TSval=4078516116 TSecr=80259919
55152,121.939497512,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857210621.0,25196.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=25196 Win=131072 Len=0 TSval=4078516116 TSecr=80259919
55156,121.940121674,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857210621.0,2375697635.0,1269.0,25196.0,"[TCP Previous segment not captured] , Continuation Data"
55157,121.94014443,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857212069.0,2375697635.0,1269.0,26644.0,Continuation Data
55161,121.940928619,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857213517.0,2375697635.0,1269.0,28092.0,Continuation Data
55162,121.940940154,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857214965.0,2375697635.0,1269.0,29540.0,Continuation Data
55163,121.940946784,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857216413.0,2375697635.0,1269.0,30988.0,Continuation Data
55164,121.940955751,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857217861.0,2375697635.0,1269.0,32436.0,Continuation Data
55165,121.940962257,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857219309.0,2375697635.0,1269.0,33884.0,Continuation Data
55172,121.942360841,128.135.11.239,192.168.0.100,TCP,1594,1857213517.0,2375697635.0,1269.0,28092.0,[TCP Out-Of-Order] 443  >  49763 [ACK] Seq=28092 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516106
55173,121.942368263,128.135.11.239,192.168.0.100,TCP,1594,1857214965.0,2375697635.0,1269.0,29540.0,[TCP Out-Of-Order] 443  >  49763 [ACK] Seq=29540 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516106
55174,121.94388179,128.135.11.239,192.168.0.100,TCP,1594,1857216413.0,2375697635.0,1269.0,30988.0,"[TCP Out-Of-Order] 443  >  49763 [PSH, ACK] Seq=30988 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516106"
55175,121.943899197,128.135.11.239,192.168.0.100,TCP,1594,1857217861.0,2375697635.0,1269.0,32436.0,[TCP Out-Of-Order] 443  >  49763 [ACK] Seq=32436 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516106
55176,121.943909114,128.135.11.239,192.168.0.100,TCP,1594,1857219309.0,2375697635.0,1269.0,33884.0,[TCP Retransmission] 443  >  49763 [ACK] Seq=33884 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516106
55177,121.943914437,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857220757.0,2375697635.0,1269.0,35332.0,Continuation Data
55178,121.94392135,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857222205.0,2375697635.0,1269.0,36780.0,Continuation Data
55179,121.943928233,128.135.11.239,192.168.0.100,TCP,1594,1857223653.0,2375697635.0,1269.0,38228.0,443  >  49763 [ACK] Seq=38228 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516107 [TCP segment of a reassembled PDU]
55180,121.943933448,128.135.11.239,192.168.0.100,TCP,1594,1857225101.0,2375697635.0,1269.0,39676.0,443  >  49763 [ACK] Seq=39676 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516107 [TCP segment of a reassembled PDU]
55181,121.943939975,128.135.11.239,192.168.0.100,TCP,1594,1857226549.0,2375697635.0,1269.0,41124.0,"443  >  49763 [PSH, ACK] Seq=41124 Ack=1269 Win=64128 Len=1448 TSval=80259927 TSecr=4078516107 [TCP segment of a reassembled PDU]"
55182,121.943945215,128.135.11.239,192.168.0.100,TCP,1594,1857227997.0,2375697635.0,1269.0,42572.0,443  >  49763 [ACK] Seq=42572 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]
55183,121.943953249,128.135.11.239,192.168.0.100,TCP,1594,1857229445.0,2375697635.0,1269.0,44020.0,"443  >  49763 [PSH, ACK] Seq=44020 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]"
55184,121.94396015,128.135.11.239,192.168.0.100,TCP,1594,1857230893.0,2375697635.0,1269.0,45468.0,443  >  49763 [ACK] Seq=45468 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]
55185,121.943980116,128.135.11.239,192.168.0.100,TCP,1594,1857232341.0,2375697635.0,1269.0,46916.0,"443  >  49763 [PSH, ACK] Seq=46916 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]"
55186,121.943986948,128.135.11.239,192.168.0.100,TCP,1594,1857233789.0,2375697635.0,1269.0,48364.0,443  >  49763 [ACK] Seq=48364 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]
55187,121.943993582,128.135.11.239,192.168.0.100,TCP,1594,1857235237.0,2375697635.0,1269.0,49812.0,"443  >  49763 [PSH, ACK] Seq=49812 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]"
55188,121.943999971,128.135.11.239,192.168.0.100,TCP,1594,1857236685.0,2375697635.0,1269.0,51260.0,443  >  49763 [ACK] Seq=51260 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]
55189,121.944006207,128.135.11.239,192.168.0.100,TCP,1594,1857238133.0,2375697635.0,1269.0,52708.0,"443  >  49763 [PSH, ACK] Seq=52708 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]"
55190,121.944011323,128.135.11.239,192.168.0.100,TCP,1594,1857239581.0,2375697635.0,1269.0,54156.0,443  >  49763 [ACK] Seq=54156 Ack=1269 Win=64128 Len=1448 TSval=80259928 TSecr=4078516116 [TCP segment of a reassembled PDU]
55194,121.944217518,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857212069.0,26644.0,1269.0,[TCP ACKed unseen segment] 49763  >  443 [ACK] Seq=1269 Ack=26644 Win=129600 Len=0 TSval=4078516118 TSecr=80259927
55195,121.944223262,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857213517.0,28092.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=28092 Win=131072 Len=0 TSval=4078516118 TSecr=80259927
55202,121.944846071,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857229445.0,44020.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=44020 Win=128128 Len=0 TSval=4078516120 TSecr=80259927
55203,121.944854599,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857230893.0,45468.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=45468 Win=131072 Len=0 TSval=4078516120 TSecr=80259928
55204,121.944858951,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857233789.0,48364.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=48364 Win=128128 Len=0 TSval=4078516120 TSecr=80259928
55205,121.944863155,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857233789.0,48364.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=48364 Win=131072 Len=0 TSval=4078516120 TSecr=80259928
55206,121.944867327,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857236685.0,51260.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=51260 Win=128128 Len=0 TSval=4078516120 TSecr=80259928
55209,121.945082941,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857219309.0,33884.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=33884 Win=126720 Len=0 TSval=4078516118 TSecr=80259927
55210,121.945088312,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857219309.0,33884.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=33884 Win=131072 Len=0 TSval=4078516119 TSecr=80259927
55211,121.945092544,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857222205.0,36780.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=36780 Win=129600 Len=0 TSval=4078516120 TSecr=80259927
55212,121.945096737,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857225101.0,39676.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=39676 Win=126720 Len=0 TSval=4078516120 TSecr=80259927
55213,121.945100919,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857225101.0,39676.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=39676 Win=131072 Len=0 TSval=4078516120 TSecr=80259927
55214,121.945105147,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857229445.0,44020.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=44020 Win=128128 Len=0 TSval=4078516120 TSecr=80259927
55215,121.945109344,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857230893.0,45468.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=45468 Win=131072 Len=0 TSval=4078516120 TSecr=80259928
55216,121.945113528,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857233789.0,48364.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=48364 Win=128128 Len=0 TSval=4078516120 TSecr=80259928
55217,121.945118881,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857233789.0,48364.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=48364 Win=131072 Len=0 TSval=4078516120 TSecr=80259928
55218,121.945126908,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857236685.0,51260.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=51260 Win=128128 Len=0 TSval=4078516120 TSecr=80259928
55222,121.946216185,128.135.11.239,192.168.0.100,TCP,1594,1857242477.0,2375697635.0,1269.0,57052.0,[TCP Previous segment not captured] 443  >  49763 [ACK] Seq=57052 Ack=1269 Win=64128 Len=1448 TSval=80259934 TSecr=4078516118 [TCP segment of a reassembled PDU]
55226,121.946309429,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857238133.0,52708.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=52708 Win=131072 Len=0 TSval=4078516121 TSecr=80259928
55227,121.946314705,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857241029.0,55604.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=55604 Win=128128 Len=0 TSval=4078516121 TSecr=80259928
55228,121.946318993,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857241029.0,55604.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=55604 Win=131072 Len=0 TSval=4078516121 TSecr=80259928
55232,121.947282972,128.135.11.239,192.168.0.100,TCP,1594,1857243925.0,2375697635.0,1269.0,58500.0,"443  >  49763 [PSH, ACK] Seq=58500 Ack=1269 Win=64128 Len=1448 TSval=80259934 TSecr=4078516118 [TCP segment of a reassembled PDU]"
55233,121.947305468,128.135.11.239,192.168.0.100,TCP,1594,1857245373.0,2375697635.0,1269.0,59948.0,"443  >  49763 [ACK] Seq=59948 Ack=1269 Win=64128 Len=1448 TSval=80259934 TSecr=4078516118 [TCP segment of a reassembled PDU], Continuation Data"
55234,121.94731068,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857246821.0,2375697635.0,1269.0,61396.0,Continuation Data
55235,121.94731773,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857248269.0,2375697635.0,1269.0,62844.0,Continuation Data
55239,121.947348393,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857243925.0,58500.0,1269.0,[TCP ACKed unseen segment] 49763  >  443 [ACK] Seq=1269 Ack=58500 Win=129600 Len=0 TSval=4078516123 TSecr=80259933
55241,121.947368087,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857246821.0,61396.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=61396 Win=128128 Len=0 TSval=4078516123 TSecr=80259934
55248,121.950906807,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857249717.0,2375697635.0,1269.0,64292.0,Continuation Data
55249,121.950924261,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857251165.0,2375697635.0,1269.0,65740.0,Continuation Data
55250,121.95093386,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857252613.0,2375697635.0,1269.0,67188.0,Continuation Data
55251,121.950943158,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857254061.0,2375697635.0,1269.0,68636.0,Continuation Data
55252,121.950948158,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857255509.0,2375697635.0,1269.0,70084.0,Continuation Data
55253,121.950955156,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857256957.0,2375697635.0,1269.0,71532.0,Continuation Data
55254,121.950976366,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857258405.0,2375697635.0,1269.0,72980.0,Continuation Data
55255,121.950981779,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857259853.0,2375697635.0,1269.0,74428.0,Continuation Data
55256,121.950988216,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857261301.0,2375697635.0,1269.0,75876.0,Continuation Data
55257,121.950995408,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857262749.0,2375697635.0,1269.0,77324.0,Continuation Data
55258,121.951000418,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857264197.0,2375697635.0,1269.0,78772.0,Continuation Data
55259,121.951007158,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857265645.0,2375697635.0,1269.0,80220.0,Continuation Data
55260,121.951012248,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857267093.0,2375697635.0,1269.0,81668.0,Continuation Data
55261,121.951018531,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857268541.0,2375697635.0,1269.0,83116.0,Continuation Data
55262,121.951043063,128.135.11.239,192.168.0.100,TLSv1.3,1594,1857269989.0,2375697635.0,1269.0,84564.0,Continuation Data
55263,121.951049063,128.135.11.239,192.168.0.100,TLSv1.3,504,1857271437.0,2375697635.0,1269.0,86012.0,Continuation Data
55267,121.951409876,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857246821.0,61396.0,1269.0,[TCP Dup ACK 55241#1] 49763  >  443 [ACK] Seq=1269 Ack=61396 Win=128128 Len=0 TSval=4078516123 TSecr=80259934
55268,121.951415632,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857248269.0,62844.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=62844 Win=131072 Len=0 TSval=4078516124 TSecr=80259934
55274,121.952546193,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857254061.0,68636.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=68636 Win=126720 Len=0 TSval=4078516126 TSecr=80259934
55275,121.952557851,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=71532 Win=126080 Len=0 TSval=4078516126 TSecr=80259934
55276,121.952564558,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=71532 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55277,121.952570997,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857259853.0,74428.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=74428 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55278,121.952580495,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857261301.0,75876.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=75876 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55279,121.952587719,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55280,121.952594393,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857265645.0,80220.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=80220 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55281,121.952600938,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857269989.0,84564.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=84564 Win=126720 Len=0 TSval=4078516126 TSecr=80259935
55282,121.952607157,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=86370 Win=127616 Len=0 TSval=4078516127 TSecr=80259935
55283,121.952614526,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=86370 Win=131072 Len=0 TSval=4078516127 TSecr=80259935
55286,121.952897347,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857254061.0,68636.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=68636 Win=126720 Len=0 TSval=4078516126 TSecr=80259934
55287,121.952967062,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=71532 Win=126080 Len=0 TSval=4078516126 TSecr=80259934
55288,121.952974006,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=71532 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55289,121.95297849,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857259853.0,74428.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=74428 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55290,121.952982689,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857261301.0,75876.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=75876 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55291,121.952987568,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55292,121.952992284,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857265645.0,80220.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=80220 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55293,121.952996508,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857269989.0,84564.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=84564 Win=126720 Len=0 TSval=4078516126 TSecr=80259935
55294,121.953001139,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=86370 Win=127616 Len=0 TSval=4078516127 TSecr=80259935
55295,121.953005693,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=86370 Win=131072 Len=0 TSval=4078516127 TSecr=80259935
55303,121.959278806,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857254061.0,68636.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=68636 Win=126720 Len=0 TSval=4078516126 TSecr=80259934
55304,121.959284541,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=71532 Win=126080 Len=0 TSval=4078516126 TSecr=80259934
55305,121.959289745,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857256957.0,71532.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=71532 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55306,121.959294594,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857259853.0,74428.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=74428 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55307,121.959298835,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857261301.0,75876.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=75876 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55308,121.959302995,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55309,121.959307166,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857265645.0,80220.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=80220 Win=131072 Len=0 TSval=4078516126 TSecr=80259934
55310,121.959311344,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857269989.0,84564.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=84564 Win=126720 Len=0 TSval=4078516126 TSecr=80259935
55311,121.959315511,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=86370 Win=127616 Len=0 TSval=4078516127 TSecr=80259935
55312,121.959319674,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857271795.0,86370.0,1269.0,[TCP Window Update] 49763  >  443 [ACK] Seq=1269 Ack=86370 Win=131072 Len=0 TSval=4078516127 TSecr=80259935
55314,121.959535192,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55317,121.959994583,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,[TCP Dup ACK 55314#1] 49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55321,121.960420723,192.168.0.100,128.135.11.239,TCP,146,2375697635.0,1857264197.0,78772.0,1269.0,[TCP Dup ACK 55314#2] 49763  >  443 [ACK] Seq=1269 Ack=78772 Win=128128 Len=0 TSval=4078516126 TSecr=80259934
55327,121.961000016,192.168.0.100,128.135.11.239,TLSv1.3,602,2375697635.0,1857271795.0,86370.0,1269.0,Application Data
55335,121.973956126,192.168.0.100,128.135.11.239,TCP,602,2375697635.0,1857271795.0,86370.0,1269.0,"[TCP Retransmission] 49763  >  443 [PSH, ACK] Seq=1269 Ack=86370 Win=131072 Len=456 TSval=4078516130 TSecr=80259935"
55339,121.975921531,128.135.11.239,192.168.0.100,TCP,146,1857271795.0,2375698091.0,1725.0,86370.0,443  >  49763 [ACK] Seq=86370 Ack=1725 Win=64128 Len=0 TSval=80259962 TSecr=4078516130
55340,121.975988845,128.135.11.239,192.168.0.100,TLSv1.3,672,1857271795.0,2375698091.0,1725.0,86370.0,Application Data
55483,122.450094201,192.168.0.100,104.123.153.192,TCP,134,1480848727.0,2584215492.0,6224.0,3003.0,[TCP Keep-Alive] 49685  >  80 [ACK] Seq=3003 Ack=6224 Win=131072 Len=0
55706,123.362919365,192.168.0.100,72.21.91.29,TCP,134,3615485512.0,4161336345.0,740.0,430.0,[TCP Keep-Alive] 49681  >  80 [ACK] Seq=430 Ack=740 Win=131072 Len=0
55707,123.362925552,192.168.0.100,72.21.91.29,TCP,134,2073869360.0,2296504254.0,740.0,430.0,[TCP Keep-Alive] 49679  >  80 [ACK] Seq=430 Ack=740 Win=131072 Len=0
55711,123.363195997,192.168.0.100,72.21.91.29,TCP,134,3615485512.0,4161336345.0,740.0,430.0,[TCP Keep-Alive] 49681  >  80 [ACK] Seq=430 Ack=740 Win=131072 Len=0
55712,123.363202052,192.168.0.100,72.21.91.29,TCP,134,2073869360.0,2296504254.0,740.0,430.0,[TCP Keep-Alive] 49679  >  80 [ACK] Seq=430 Ack=740 Win=131072 Len=0
55714,123.364906987,72.21.91.29,192.168.0.100,TCP,146,2296504254.0,2073869361.0,431.0,740.0,[TCP Keep-Alive ACK] 80  >  49679 [ACK] Seq=740 Ack=431 Win=67072 Len=0 TSval=586763613 TSecr=1047759692
55716,123.37080288,72.21.91.29,192.168.0.100,TCP,146,4161336345.0,3615485513.0,431.0,740.0,[TCP Keep-Alive ACK] 80  >  49681 [ACK] Seq=740 Ack=431 Win=67072 Len=0 TSval=1760610019 TSecr=4051687546
56000,124.618920032,192.168.0.100,142.250.190.3,TCP,134,1825976651.0,1649103972.0,3508.0,2162.0,[TCP Keep-Alive] 49716  >  80 [ACK] Seq=2162 Ack=3508 Win=131072 Len=0
56008,124.621103994,142.250.190.3,192.168.0.100,TCP,146,1649103972.0,1825976652.0,2163.0,3508.0,[TCP Keep-Alive ACK] 80  >  49716 [ACK] Seq=3508 Ack=2163 Win=70912 Len=0 TSval=4218406786 TSecr=3070028188
56125,125.12015822,192.168.0.100,104.123.153.192,TCP,134,636905429.0,1758266126.0,890.0,429.0,[TCP Keep-Alive] 49684  >  80 [ACK] Seq=429 Ack=890 Win=131072 Len=0
56138,125.12526264,104.123.153.192,192.168.0.100,TCP,146,1758266126.0,636905430.0,430.0,890.0,[TCP Keep-Alive ACK] 80  >  49684 [ACK] Seq=890 Ack=430 Win=64768 Len=0 TSval=1643478296 TSecr=1433763684
56258,125.624235062,192.168.0.100,104.123.153.192,TCP,134,806680252.0,1961147262.0,1779.0,858.0,[TCP Keep-Alive] 49693  >  80 [ACK] Seq=858 Ack=1779 Win=131072 Len=0
56269,125.627472094,104.123.153.192,192.168.0.100,TCP,146,1961147262.0,806680253.0,859.0,1779.0,[TCP Keep-Alive ACK] 80  >  49693 [ACK] Seq=1779 Ack=859 Win=64384 Len=0 TSval=1643478800 TSecr=1870924920
56534,126.951497928,128.135.11.239,192.168.0.100,TLSv1.3,170,2249676752.0,3440791029.0,1853.0,56640.0,Application Data
56535,126.951754486,128.135.11.239,192.168.0.100,TCP,146,2249676776.0,3440791029.0,1853.0,56664.0,"443  >  49762 [FIN, ACK] Seq=56664 Ack=1853 Win=64128 Len=0 TSval=80264902 TSecr=3311315081"
56536,126.951770026,128.135.11.239,192.168.0.100,TCP,146,2249676776.0,3440791029.0,1853.0,56664.0,"[TCP Retransmission] 443  >  49762 [FIN, ACK] Seq=56664 Ack=1853 Win=64128 Len=0 TSval=80264925 TSecr=3311315081"
56540,126.953060921,192.168.0.100,128.135.11.239,TCP,146,3440791029.0,2249676776.0,56664.0,1853.0,49762  >  443 [ACK] Seq=1853 Ack=56664 Win=131008 Len=0 TSval=3311320094 TSecr=80264902
56541,126.953066607,192.168.0.100,128.135.11.239,TCP,146,3440791029.0,2249676777.0,56665.0,1853.0,49762  >  443 [ACK] Seq=1853 Ack=56665 Win=131008 Len=0 TSval=3311320094 TSecr=80264902
56542,126.953070816,192.168.0.100,128.135.11.239,TCP,146,3440791029.0,2249676777.0,56665.0,1853.0,[TCP Dup ACK 56541#1] 49762  >  443 [ACK] Seq=1853 Ack=56665 Win=131008 Len=0 TSval=3311320094 TSecr=80264902
